geoid,year,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,state,county,tract
34003016000,2016,616.0,256.0,231.0,146.0,704.0,257.0,157.0,108.0,34,003,016000
34003017100,2016,912.0,658.0,76.0,50.0,1154.0,694.0,97.0,34.0,34,003,017100
34003017200,2016,486.0,353.0,42.0,15.0,707.0,292.0,25.0,88.0,34,003,017200
34003017300,2016,404.0,231.0,190.0,18.0,691.0,296.0,63.0,67.0,34,003,017300
34003017400,2016,551.0,290.0,69.0,39.0,773.0,463.0,70.0,28.0,34,003,017400
34003017500,2016,745.0,426.0,0.0,14.0,839.0,382.0,50.0,22.0,34,003,017500
34003018100,2016,392.0,94.0,1.0,0.0,230.0,40.0,35.0,0.0,34,003,018100
34003018200,2016,623.0,84.0,11.0,16.0,391.0,282.0,0.0,14.0,34,003,018200
34003019102,2016,433.0,200.0,49.0,45.0,544.0,250.0,62.0,32.0,34,003,019102
34003019103,2016,427.0,159.0,55.0,82.0,668.0,153.0,5.0,62.0,34,003,019103
34003019104,2016,496.0,232.0,79.0,25.0,559.0,259.0,28.0,29.0,34,003,019104
34003019202,2016,229.0,25.0,45.0,20.0,223.0,95.0,30.0,19.0,34,003,019202
34003019203,2016,395.0,224.0,64.0,58.0,363.0,226.0,94.0,61.0,34,003,019203
34003019204,2016,509.0,134.0,74.0,14.0,681.0,240.0,37.0,34.0,34,003,019204
34003019303,2016,746.0,253.0,29.0,40.0,944.0,260.0,91.0,33.0,34,003,019303
34003019304,2016,201.0,75.0,40.0,30.0,186.0,113.0,18.0,11.0,34,003,019304
34003019305,2016,942.0,566.0,161.0,195.0,1070.0,553.0,136.0,148.0,34,003,019305
34003019306,2016,318.0,149.0,66.0,13.0,347.0,157.0,79.0,29.0,34,003,019306
34003020100,2016,461.0,267.0,142.0,54.0,629.0,225.0,93.0,10.0,34,003,020100
34003020200,2016,916.0,414.0,275.0,65.0,891.0,250.0,221.0,28.0,34,003,020200
34003021100,2016,318.0,23.0,34.0,14.0,313.0,63.0,28.0,15.0,34,003,021100
34003021200,2016,290.0,63.0,11.0,1.0,334.0,171.0,10.0,13.0,34,003,021200
34003021300,2016,216.0,55.0,8.0,33.0,229.0,68.0,16.0,0.0,34,003,021300
34003021400,2016,259.0,78.0,15.0,0.0,242.0,109.0,32.0,35.0,34,003,021400
34003021500,2016,180.0,1.0,13.0,2.0,154.0,93.0,26.0,0.0,34,003,021500
34003021600,2016,53.0,25.0,0.0,0.0,182.0,0.0,34.0,0.0,34,003,021600
34003022100,2016,565.0,271.0,106.0,23.0,450.0,378.0,101.0,34.0,34,003,022100
34003022200,2016,1118.0,509.0,168.0,65.0,1131.0,460.0,127.0,36.0,34,003,022200
34003023100,2016,255.0,46.0,7.0,23.0,250.0,32.0,6.0,55.0,34,003,023100
34003023200,2016,631.0,323.0,7.0,27.0,718.0,254.0,21.0,34.0,34,003,023200
34003023301,2016,170.0,99.0,52.0,19.0,258.0,116.0,29.0,17.0,34,003,023301
34003023302,2016,673.0,208.0,39.0,24.0,696.0,324.0,80.0,0.0,34,003,023302
34003023401,2016,407.0,175.0,49.0,15.0,583.0,345.0,21.0,36.0,34,003,023401
34003023402,2016,432.0,46.0,0.0,61.0,543.0,165.0,0.0,0.0,34,003,023402
34003023501,2016,143.0,77.0,0.0,0.0,327.0,68.0,14.0,0.0,34,003,023501
34003023502,2016,233.0,203.0,32.0,12.0,396.0,215.0,40.0,38.0,34,003,023502
34003023601,2016,214.0,20.0,7.0,14.0,239.0,40.0,0.0,0.0,34,003,023601
34003023602,2016,239.0,23.0,0.0,0.0,220.0,72.0,19.0,13.0,34,003,023602
34003024100,2016,819.0,246.0,144.0,52.0,746.0,311.0,65.0,24.0,34,003,024100
34003024200,2016,590.0,282.0,97.0,31.0,504.0,376.0,29.0,33.0,34,003,024200
34003025100,2016,585.0,108.0,65.0,0.0,548.0,292.0,8.0,43.0,34,003,025100
34003025200,2016,614.0,128.0,6.0,37.0,736.0,331.0,7.0,32.0,34,003,025200
34003026100,2016,447.0,216.0,27.0,32.0,590.0,270.0,15.0,20.0,34,003,026100
34003026200,2016,606.0,362.0,82.0,29.0,558.0,309.0,31.0,48.0,34,003,026200
34003027000,2016,596.0,219.0,128.0,44.0,730.0,246.0,96.0,8.0,34,003,027000
34003028001,2016,792.0,235.0,79.0,12.0,666.0,381.0,58.0,20.0,34,003,028001
34003028002,2016,453.0,269.0,30.0,72.0,420.0,292.0,62.0,13.0,34,003,028002
34003029100,2016,487.0,198.0,7.0,0.0,515.0,108.0,21.0,0.0,34,003,029100
34003029200,2016,385.0,55.0,14.0,58.0,328.0,232.0,0.0,0.0,34,003,029200
34003030100,2016,336.0,61.0,0.0,0.0,370.0,82.0,14.0,0.0,34,003,030100
34003030200,2016,417.0,183.0,19.0,32.0,455.0,74.0,0.0,0.0,34,003,030200
34003030300,2016,244.0,56.0,15.0,7.0,321.0,108.0,6.0,5.0,34,003,030300
34003030400,2016,350.0,195.0,0.0,2.0,464.0,179.0,24.0,0.0,34,003,030400
34003031100,2016,468.0,338.0,119.0,17.0,542.0,203.0,134.0,29.0,34,003,031100
34003031200,2016,338.0,110.0,20.0,7.0,479.0,155.0,16.0,14.0,34,003,031200
34003031300,2016,242.0,190.0,26.0,9.0,292.0,148.0,8.0,24.0,34,003,031300
34003031400,2016,352.0,215.0,50.0,0.0,412.0,163.0,13.0,8.0,34,003,031400
34003032102,2016,676.0,382.0,83.0,1.0,566.0,502.0,53.0,0.0,34,003,032102
34003032103,2016,610.0,278.0,94.0,129.0,584.0,554.0,73.0,43.0,34,003,032103
34003032104,2016,169.0,60.0,25.0,0.0,199.0,90.0,12.0,5.0,34,003,032104
34003032201,2016,872.0,289.0,74.0,34.0,811.0,390.0,30.0,12.0,34,003,032201
34003032202,2016,474.0,290.0,134.0,16.0,577.0,400.0,98.0,1.0,34,003,032202
34003033100,2016,349.0,119.0,7.0,34.0,230.0,302.0,0.0,0.0,34,003,033100
34003033200,2016,215.0,84.0,40.0,0.0,299.0,116.0,10.0,0.0,34,003,033200
34003033300,2016,219.0,109.0,33.0,0.0,306.0,126.0,28.0,16.0,34,003,033300
34003034000,2016,830.0,442.0,33.0,25.0,895.0,456.0,44.0,0.0,34,003,034000
34003035100,2016,739.0,529.0,228.0,100.0,944.0,483.0,66.0,110.0,34,003,035100
34003035200,2016,755.0,423.0,233.0,59.0,943.0,480.0,46.0,41.0,34,003,035200
34003036100,2016,64.0,36.0,0.0,0.0,142.0,43.0,10.0,0.0,34,003,036100
34003036200,2016,133.0,49.0,0.0,4.0,168.0,48.0,15.0,0.0,34,003,036200
34003037100,2016,640.0,206.0,38.0,18.0,575.0,113.0,25.0,0.0,34,003,037100
34003037201,2016,310.0,120.0,34.0,23.0,361.0,127.0,81.0,13.0,34,003,037201
34003037202,2016,578.0,288.0,40.0,35.0,705.0,225.0,36.0,13.0,34,003,037202
34003038100,2016,401.0,140.0,37.0,0.0,413.0,237.0,50.0,0.0,34,003,038100
34003038200,2016,394.0,213.0,0.0,16.0,469.0,142.0,17.0,35.0,34,003,038200
34003038300,2016,298.0,130.0,0.0,42.0,489.0,164.0,7.0,30.0,34,003,038300
34003039100,2016,359.0,169.0,49.0,40.0,327.0,242.0,62.0,22.0,34,003,039100
34003039200,2016,506.0,398.0,68.0,12.0,633.0,302.0,37.0,20.0,34,003,039200
34003039300,2016,352.0,126.0,27.0,18.0,332.0,189.0,28.0,12.0,34,003,039300
34003040001,2016,442.0,211.0,148.0,62.0,535.0,142.0,42.0,32.0,34,003,040001
34003040002,2016,543.0,154.0,90.0,74.0,698.0,260.0,30.0,20.0,34,003,040002
34003041100,2016,720.0,212.0,41.0,0.0,620.0,83.0,0.0,7.0,34,003,041100
34003041200,2016,648.0,147.0,33.0,46.0,825.0,128.0,13.0,14.0,34,003,041200
34003041301,2016,764.0,28.0,0.0,0.0,614.0,67.0,19.0,0.0,34,003,041301
34003041302,2016,718.0,183.0,8.0,0.0,494.0,130.0,11.0,25.0,34,003,041302
34003042100,2016,817.0,168.0,91.0,32.0,752.0,282.0,70.0,19.0,34,003,042100
34003042301,2016,543.0,153.0,94.0,57.0,519.0,186.0,77.0,34.0,34,003,042301
34003042302,2016,570.0,257.0,50.0,24.0,680.0,173.0,60.0,8.0,34,003,042302
34003042400,2016,492.0,194.0,123.0,57.0,540.0,212.0,124.0,54.0,34,003,042400
34003042500,2016,567.0,132.0,92.0,19.0,591.0,259.0,43.0,18.0,34,003,042500
34003043001,2016,442.0,173.0,50.0,20.0,577.0,215.0,78.0,20.0,34,003,043001
34003043002,2016,514.0,246.0,83.0,8.0,548.0,270.0,56.0,0.0,34,003,043002
34003044100,2016,948.0,342.0,189.0,39.0,579.0,525.0,111.0,32.0,34,003,044100
34003044201,2016,625.0,227.0,104.0,12.0,549.0,247.0,64.0,1.0,34,003,044201
34003044202,2016,682.0,285.0,96.0,43.0,784.0,388.0,30.0,23.0,34,003,044202
34003045100,2016,673.0,180.0,88.0,42.0,695.0,239.0,99.0,19.0,34,003,045100
34003045200,2016,269.0,90.0,48.0,0.0,295.0,112.0,17.0,10.0,34,003,045200
34003046100,2016,365.0,263.0,68.0,0.0,468.0,161.0,33.0,15.0,34,003,046100
34003046200,2016,304.0,161.0,9.0,8.0,309.0,133.0,25.0,0.0,34,003,046200
34003046300,2016,523.0,117.0,0.0,0.0,419.0,210.0,0.0,3.0,34,003,046300
34003047100,2016,662.0,387.0,215.0,32.0,789.0,426.0,167.0,17.0,34,003,047100
34003047200,2016,567.0,341.0,159.0,0.0,681.0,281.0,57.0,64.0,34,003,047200
34003047300,2016,289.0,247.0,141.0,30.0,416.0,214.0,89.0,46.0,34,003,047300
34003047400,2016,664.0,372.0,132.0,118.0,690.0,467.0,88.0,74.0,34,003,047400
34003047500,2016,856.0,446.0,311.0,164.0,1075.0,436.0,125.0,71.0,34,003,047500
34003048100,2016,395.0,173.0,49.0,42.0,498.0,141.0,47.0,27.0,34,003,048100
34003048200,2016,848.0,558.0,100.0,47.0,886.0,494.0,87.0,8.0,34,003,048200
34003049001,2016,612.0,273.0,128.0,28.0,541.0,435.0,57.0,19.0,34,003,049001
34003049002,2016,756.0,196.0,31.0,0.0,688.0,331.0,56.0,15.0,34,003,049002
34003050000,2016,471.0,191.0,10.0,23.0,510.0,160.0,10.0,0.0,34,003,050000
34003051100,2016,719.0,206.0,60.0,27.0,792.0,338.0,0.0,37.0,34,003,051100
34003051200,2016,271.0,129.0,30.0,6.0,337.0,189.0,31.0,14.0,34,003,051200
34003051300,2016,632.0,224.0,47.0,11.0,538.0,235.0,24.0,16.0,34,003,051300
34003051400,2016,471.0,406.0,47.0,22.0,658.0,330.0,26.0,0.0,34,003,051400
34003052100,2016,561.0,146.0,18.0,0.0,674.0,255.0,34.0,14.0,34,003,052100
34003052200,2016,535.0,185.0,21.0,45.0,574.0,298.0,27.0,0.0,34,003,052200
34003053100,2016,346.0,267.0,149.0,58.0,387.0,218.0,95.0,14.0,34,003,053100
34003053200,2016,973.0,309.0,402.0,72.0,1102.0,433.0,122.0,97.0,34,003,053200
34003054100,2016,704.0,232.0,100.0,33.0,983.0,277.0,76.0,0.0,34,003,054100
34003054200,2016,359.0,81.0,75.0,18.0,462.0,277.0,16.0,0.0,34,003,054200
34003054300,2016,544.0,407.0,383.0,314.0,812.0,680.0,106.0,123.0,34,003,054300
34003054400,2016,754.0,286.0,61.0,60.0,984.0,393.0,57.0,124.0,34,003,054400
34003054500,2016,485.0,333.0,140.0,113.0,666.0,371.0,64.0,79.0,34,003,054500
34003054600,2016,851.0,371.0,57.0,54.0,883.0,505.0,99.0,60.0,34,003,054600
34003055100,2016,602.0,285.0,515.0,155.0,705.0,554.0,457.0,30.0,34,003,055100
34003055200,2016,820.0,546.0,265.0,200.0,1083.0,616.0,156.0,90.0,34,003,055200
34003056100,2016,614.0,157.0,33.0,23.0,525.0,351.0,19.0,18.0,34,003,056100
34003056200,2016,514.0,233.0,64.0,11.0,639.0,302.0,41.0,7.0,34,003,056200
34003057101,2016,294.0,174.0,7.0,0.0,380.0,204.0,16.0,0.0,34,003,057101
34003057102,2016,323.0,60.0,11.0,7.0,294.0,60.0,0.0,21.0,34,003,057102
34003057200,2016,153.0,34.0,0.0,10.0,164.0,71.0,28.0,10.0,34,003,057200
34003058100,2016,424.0,236.0,70.0,15.0,588.0,180.0,34.0,9.0,34,003,058100
34003058200,2016,689.0,243.0,61.0,74.0,670.0,235.0,47.0,14.0,34,003,058200
34003059100,2016,583.0,237.0,56.0,30.0,709.0,207.0,0.0,40.0,34,003,059100
34003059200,2016,428.0,291.0,65.0,0.0,661.0,325.0,57.0,29.0,34,003,059200
34003060000,2016,674.0,348.0,11.0,0.0,557.0,389.0,32.0,7.0,34,003,060000
34003061100,2016,532.0,245.0,192.0,28.0,642.0,284.0,62.0,24.0,34,003,061100
34003061200,2016,476.0,158.0,85.0,22.0,373.0,196.0,32.0,52.0,34,003,061200
34003061300,2016,484.0,164.0,82.0,42.0,470.0,245.0,75.0,40.0,34,003,061300
34003061400,2016,746.0,314.0,103.0,61.0,679.0,445.0,52.0,7.0,34,003,061400
34003001000,2016,869.0,472.0,150.0,38.0,989.0,355.0,133.0,39.0,34,003,001000
34003002100,2016,204.0,117.0,84.0,6.0,289.0,71.0,55.0,10.0,34,003,002100
34003002200,2016,785.0,122.0,43.0,11.0,617.0,163.0,21.0,29.0,34,003,002200
34003002300,2016,728.0,278.0,123.0,54.0,784.0,242.0,103.0,51.0,34,003,002300
34003003100,2016,419.0,157.0,22.0,0.0,635.0,319.0,23.0,13.0,34,003,003100
34003003200,2016,497.0,101.0,37.0,24.0,561.0,177.0,6.0,14.0,34,003,003200
34013023100,2016,81.0,13.0,0.0,0.0,95.0,16.0,0.0,19.0,34,013,023100
34013023200,2016,0.0,0.0,0.0,0.0,48.0,38.0,0.0,0.0,34,013,023200
34013980100,2016,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,013,980100
34013980200,2016,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,013,980200
34013000100,2016,236.0,69.0,0.0,16.0,315.0,49.0,39.0,17.0,34,013,000100
34013000200,2016,33.0,13.0,10.0,0.0,137.0,0.0,0.0,0.0,34,013,000200
34013000300,2016,117.0,0.0,0.0,6.0,74.0,20.0,0.0,0.0,34,013,000300
34013000400,2016,87.0,26.0,0.0,0.0,104.0,20.0,0.0,0.0,34,013,000400
34013000500,2016,71.0,5.0,0.0,0.0,42.0,16.0,0.0,0.0,34,013,000500
34013000600,2016,96.0,7.0,0.0,0.0,108.0,14.0,0.0,7.0,34,013,000600
34013000700,2016,108.0,40.0,0.0,0.0,379.0,56.0,0.0,0.0,34,013,000700
34013000800,2016,105.0,0.0,14.0,10.0,167.0,47.0,0.0,9.0,34,013,000800
34013000900,2016,104.0,0.0,0.0,0.0,76.0,48.0,12.0,0.0,34,013,000900
34013001000,2016,81.0,40.0,0.0,0.0,151.0,22.0,12.0,0.0,34,013,001000
34013001100,2016,121.0,20.0,6.0,22.0,63.0,60.0,0.0,0.0,34,013,001100
34013001300,2016,29.0,24.0,0.0,0.0,111.0,5.0,7.0,0.0,34,013,001300
34013001400,2016,25.0,13.0,0.0,15.0,79.0,9.0,5.0,0.0,34,013,001400
34013001500,2016,5.0,0.0,6.0,0.0,20.0,5.0,0.0,0.0,34,013,001500
34013001600,2016,59.0,41.0,4.0,0.0,45.0,10.0,0.0,0.0,34,013,001600
34013001700,2016,20.0,20.0,0.0,0.0,54.0,0.0,18.0,0.0,34,013,001700
34013001800,2016,54.0,0.0,0.0,0.0,38.0,8.0,11.0,7.0,34,013,001800
34013001900,2016,10.0,18.0,0.0,0.0,45.0,14.0,0.0,0.0,34,013,001900
34013002000,2016,45.0,39.0,0.0,0.0,197.0,123.0,9.0,0.0,34,013,002000
34013002100,2016,143.0,47.0,0.0,0.0,113.0,105.0,15.0,8.0,34,013,002100
34013002201,2016,247.0,127.0,0.0,0.0,227.0,79.0,16.0,0.0,34,013,002201
34013002202,2016,82.0,31.0,0.0,15.0,171.0,91.0,32.0,0.0,34,013,002202
34013002300,2016,91.0,81.0,18.0,0.0,245.0,61.0,0.0,0.0,34,013,002300
34013002400,2016,19.0,1.0,0.0,0.0,96.0,39.0,3.0,0.0,34,013,002400
34013002500,2016,10.0,17.0,0.0,0.0,132.0,35.0,0.0,0.0,34,013,002500
34013002600,2016,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,34,013,002600
34013002800,2016,22.0,0.0,0.0,0.0,67.0,52.0,0.0,0.0,34,013,002800
34013003100,2016,7.0,0.0,0.0,7.0,51.0,0.0,0.0,0.0,34,013,003100
34013003500,2016,37.0,11.0,0.0,0.0,32.0,35.0,0.0,0.0,34,013,003500
34013003700,2016,39.0,6.0,0.0,0.0,29.0,33.0,0.0,0.0,34,013,003700
34013003800,2016,56.0,21.0,0.0,0.0,108.0,9.0,0.0,0.0,34,013,003800
34013003900,2016,4.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,34,013,003900
34013004100,2016,24.0,19.0,0.0,0.0,64.0,33.0,0.0,17.0,34,013,004100
34013004200,2016,51.0,5.0,0.0,0.0,80.0,23.0,0.0,15.0,34,013,004200
34013004300,2016,52.0,16.0,0.0,0.0,89.0,13.0,0.0,0.0,34,013,004300
34013004400,2016,0.0,25.0,0.0,0.0,45.0,12.0,0.0,0.0,34,013,004400
34013004500,2016,48.0,47.0,0.0,1.0,156.0,32.0,12.0,0.0,34,013,004500
34013004600,2016,21.0,43.0,0.0,0.0,145.0,49.0,0.0,0.0,34,013,004600
34013004700,2016,180.0,114.0,38.0,1.0,313.0,226.0,0.0,0.0,34,013,004700
34013004801,2016,16.0,0.0,0.0,0.0,66.0,24.0,0.0,14.0,34,013,004801
34013004802,2016,0.0,41.0,0.0,4.0,31.0,0.0,11.0,0.0,34,013,004802
34013004900,2016,88.0,29.0,0.0,0.0,126.0,30.0,0.0,0.0,34,013,004900
34013005000,2016,45.0,26.0,18.0,0.0,80.0,43.0,0.0,0.0,34,013,005000
34013005100,2016,33.0,27.0,0.0,0.0,86.0,36.0,0.0,0.0,34,013,005100
34013005200,2016,53.0,16.0,0.0,6.0,57.0,4.0,5.0,0.0,34,013,005200
34013005300,2016,32.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,34,013,005300
34013005400,2016,93.0,2.0,0.0,0.0,75.0,30.0,0.0,0.0,34,013,005400
34013005700,2016,130.0,24.0,0.0,0.0,68.0,4.0,0.0,0.0,34,013,005700
34013006200,2016,0.0,7.0,0.0,0.0,66.0,7.0,0.0,0.0,34,013,006200
34013006400,2016,136.0,26.0,25.0,12.0,179.0,49.0,4.0,34.0,34,013,006400
34013006600,2016,50.0,61.0,0.0,15.0,92.0,0.0,0.0,0.0,34,013,006600
34013006700,2016,103.0,0.0,0.0,0.0,55.0,6.0,0.0,22.0,34,013,006700
34013006800,2016,94.0,78.0,17.0,23.0,175.0,24.0,51.0,14.0,34,013,006800
34013006900,2016,312.0,34.0,0.0,0.0,118.0,39.0,0.0,0.0,34,013,006900
34013007000,2016,50.0,35.0,9.0,0.0,173.0,94.0,0.0,0.0,34,013,007000
34013007100,2016,178.0,13.0,0.0,17.0,181.0,62.0,35.0,19.0,34,013,007100
34013007200,2016,128.0,11.0,16.0,0.0,137.0,103.0,0.0,0.0,34,013,007200
34013007300,2016,106.0,0.0,11.0,0.0,317.0,18.0,0.0,0.0,34,013,007300
34013007400,2016,158.0,13.0,5.0,1.0,124.0,0.0,0.0,0.0,34,013,007400
34013007501,2016,172.0,48.0,0.0,16.0,175.0,9.0,0.0,0.0,34,013,007501
34013007502,2016,59.0,8.0,0.0,5.0,83.0,35.0,0.0,0.0,34,013,007502
34013007600,2016,198.0,33.0,0.0,0.0,147.0,15.0,43.0,0.0,34,013,007600
34013007700,2016,240.0,42.0,11.0,11.0,65.0,18.0,0.0,0.0,34,013,007700
34013007800,2016,128.0,0.0,10.0,0.0,69.0,0.0,8.0,8.0,34,013,007800
34013007900,2016,116.0,82.0,28.0,12.0,186.0,92.0,35.0,48.0,34,013,007900
34013008000,2016,177.0,65.0,21.0,37.0,161.0,48.0,46.0,14.0,34,013,008000
34013008100,2016,102.0,62.0,19.0,31.0,123.0,46.0,22.0,0.0,34,013,008100
34013008200,2016,111.0,12.0,21.0,11.0,42.0,42.0,0.0,17.0,34,013,008200
34013008700,2016,213.0,0.0,52.0,4.0,151.0,65.0,0.0,0.0,34,013,008700
34013008800,2016,68.0,0.0,14.0,11.0,22.0,20.0,12.0,0.0,34,013,008800
34013008900,2016,24.0,0.0,0.0,0.0,70.0,22.0,4.0,0.0,34,013,008900
34013009000,2016,91.0,56.0,5.0,20.0,138.0,53.0,18.0,0.0,34,013,009000
34013009100,2016,17.0,0.0,0.0,18.0,71.0,30.0,0.0,18.0,34,013,009100
34013009200,2016,16.0,25.0,0.0,0.0,73.0,28.0,0.0,0.0,34,013,009200
34013009300,2016,158.0,19.0,0.0,41.0,191.0,75.0,7.0,27.0,34,013,009300
34013009400,2016,286.0,139.0,39.0,5.0,130.0,112.0,0.0,13.0,34,013,009400
34013009500,2016,182.0,49.0,39.0,0.0,289.0,52.0,16.0,0.0,34,013,009500
34013009600,2016,26.0,12.0,10.0,0.0,137.0,43.0,0.0,0.0,34,013,009600
34013009700,2016,80.0,0.0,9.0,20.0,141.0,36.0,0.0,9.0,34,013,009700
34013009900,2016,19.0,17.0,8.0,0.0,152.0,57.0,0.0,0.0,34,013,009900
34013010000,2016,155.0,79.0,0.0,28.0,173.0,152.0,22.0,8.0,34,013,010000
34013010100,2016,108.0,28.0,0.0,9.0,228.0,69.0,15.0,0.0,34,013,010100
34013010200,2016,160.0,28.0,0.0,0.0,308.0,126.0,22.0,0.0,34,013,010200
34013010300,2016,104.0,60.0,0.0,0.0,135.0,67.0,0.0,17.0,34,013,010300
34013010400,2016,316.0,55.0,14.0,27.0,175.0,47.0,8.0,14.0,34,013,010400
34013010500,2016,119.0,24.0,0.0,0.0,175.0,122.0,0.0,34.0,34,013,010500
34013010600,2016,224.0,0.0,0.0,0.0,112.0,25.0,0.0,0.0,34,013,010600
34013010700,2016,112.0,43.0,34.0,0.0,136.0,19.0,13.0,0.0,34,013,010700
34013010800,2016,55.0,8.0,0.0,0.0,116.0,21.0,0.0,7.0,34,013,010800
34013010900,2016,33.0,32.0,0.0,0.0,88.0,25.0,0.0,0.0,34,013,010900
34013011100,2016,72.0,38.0,0.0,8.0,115.0,83.0,19.0,16.0,34,013,011100
34013011200,2016,44.0,27.0,12.0,0.0,119.0,66.0,26.0,0.0,34,013,011200
34013011300,2016,57.0,0.0,0.0,0.0,153.0,91.0,0.0,0.0,34,013,011300
34013011400,2016,291.0,116.0,95.0,29.0,288.0,122.0,10.0,10.0,34,013,011400
34013011500,2016,16.0,7.0,8.0,0.0,91.0,30.0,6.0,0.0,34,013,011500
34013011600,2016,68.0,17.0,0.0,0.0,76.0,21.0,0.0,0.0,34,013,011600
34013011700,2016,180.0,20.0,0.0,0.0,255.0,20.0,8.0,0.0,34,013,011700
34013011800,2016,26.0,0.0,0.0,0.0,177.0,67.0,0.0,0.0,34,013,011800
34013011900,2016,26.0,12.0,0.0,0.0,56.0,22.0,0.0,0.0,34,013,011900
34013012000,2016,149.0,56.0,0.0,0.0,412.0,29.0,5.0,5.0,34,013,012000
34013012100,2016,114.0,16.0,0.0,0.0,146.0,0.0,17.0,0.0,34,013,012100
34013012200,2016,61.0,31.0,0.0,0.0,232.0,159.0,0.0,0.0,34,013,012200
34013012300,2016,142.0,20.0,8.0,0.0,285.0,80.0,0.0,39.0,34,013,012300
34013012400,2016,177.0,66.0,0.0,0.0,133.0,83.0,0.0,0.0,34,013,012400
34013012500,2016,109.0,0.0,0.0,0.0,236.0,0.0,0.0,14.0,34,013,012500
34013012600,2016,62.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,34,013,012600
34013012700,2016,67.0,45.0,0.0,0.0,88.0,118.0,0.0,0.0,34,013,012700
34013012800,2016,151.0,9.0,0.0,0.0,107.0,92.0,0.0,8.0,34,013,012800
34013012900,2016,115.0,47.0,0.0,0.0,116.0,8.0,0.0,8.0,34,013,012900
34013013000,2016,155.0,26.0,54.0,39.0,119.0,37.0,0.0,0.0,34,013,013000
34013013100,2016,24.0,17.0,0.0,0.0,57.0,10.0,0.0,0.0,34,013,013100
