geoid,year,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,state,county,tract
34003017200,2011,594.0,204.0,50.0,61.0,566.0,314.0,48.0,15.0,34,003,017200
34003017300,2011,435.0,319.0,47.0,23.0,608.0,233.0,47.0,30.0,34,003,017300
34003017400,2011,625.0,217.0,48.0,33.0,559.0,234.0,85.0,27.0,34,003,017400
34003017500,2011,781.0,257.0,66.0,23.0,819.0,524.0,70.0,0.0,34,003,017500
34003018100,2011,216.0,19.0,12.0,0.0,373.0,53.0,0.0,11.0,34,003,018100
34003018200,2011,494.0,94.0,75.0,0.0,378.0,169.0,54.0,21.0,34,003,018200
34003019102,2011,294.0,118.0,37.0,42.0,453.0,110.0,30.0,6.0,34,003,019102
34003019103,2011,503.0,401.0,50.0,46.0,519.0,243.0,78.0,27.0,34,003,019103
34003019104,2011,402.0,124.0,82.0,10.0,652.0,233.0,14.0,24.0,34,003,019104
34003019202,2011,170.0,40.0,31.0,0.0,90.0,53.0,41.0,0.0,34,003,019202
34003019203,2011,401.0,125.0,56.0,76.0,411.0,320.0,19.0,12.0,34,003,019203
34003019204,2011,395.0,98.0,75.0,36.0,333.0,193.0,26.0,26.0,34,003,019204
34003019303,2011,699.0,235.0,43.0,110.0,795.0,210.0,76.0,12.0,34,003,019303
34003019304,2011,165.0,93.0,10.0,14.0,357.0,64.0,0.0,0.0,34,003,019304
34003019305,2011,737.0,546.0,271.0,150.0,1037.0,379.0,155.0,50.0,34,003,019305
34003019306,2011,388.0,31.0,52.0,0.0,300.0,130.0,67.0,22.0,34,003,019306
34003020100,2011,447.0,178.0,93.0,23.0,585.0,118.0,58.0,5.0,34,003,020100
34003020200,2011,740.0,375.0,369.0,115.0,939.0,371.0,150.0,46.0,34,003,020200
34003021100,2011,363.0,69.0,0.0,0.0,257.0,47.0,52.0,0.0,34,003,021100
34003021200,2011,292.0,39.0,32.0,0.0,316.0,28.0,13.0,0.0,34,003,021200
34003021300,2011,298.0,46.0,0.0,0.0,266.0,50.0,41.0,0.0,34,003,021300
34003021400,2011,253.0,24.0,23.0,0.0,203.0,42.0,18.0,0.0,34,003,021400
34003021500,2011,192.0,64.0,0.0,0.0,325.0,81.0,0.0,0.0,34,003,021500
34003021600,2011,175.0,37.0,0.0,0.0,181.0,67.0,0.0,0.0,34,003,021600
34003022100,2011,445.0,196.0,132.0,62.0,384.0,371.0,40.0,42.0,34,003,022100
34003022200,2011,781.0,376.0,287.0,80.0,958.0,408.0,159.0,70.0,34,003,022200
34003023100,2011,87.0,61.0,13.0,0.0,217.0,43.0,13.0,0.0,34,003,023100
34003023200,2011,676.0,239.0,82.0,13.0,573.0,274.0,10.0,30.0,34,003,023200
34003023301,2011,247.0,98.0,14.0,38.0,263.0,144.0,44.0,0.0,34,003,023301
34003023302,2011,689.0,141.0,198.0,110.0,901.0,449.0,65.0,56.0,34,003,023302
34003023401,2011,536.0,224.0,98.0,50.0,401.0,289.0,41.0,48.0,34,003,023401
34003023402,2011,338.0,62.0,62.0,0.0,469.0,114.0,26.0,0.0,34,003,023402
34003023501,2011,161.0,34.0,71.0,0.0,70.0,98.0,32.0,0.0,34,003,023501
34003023502,2011,267.0,162.0,23.0,7.0,276.0,139.0,40.0,40.0,34,003,023502
34003023601,2011,148.0,81.0,0.0,0.0,78.0,33.0,0.0,0.0,34,003,023601
34003023602,2011,271.0,30.0,10.0,0.0,205.0,66.0,9.0,0.0,34,003,023602
34003024100,2011,662.0,273.0,139.0,0.0,576.0,414.0,19.0,13.0,34,003,024100
34003024200,2011,686.0,251.0,125.0,18.0,497.0,276.0,60.0,32.0,34,003,024200
34003025100,2011,451.0,227.0,110.0,42.0,546.0,300.0,71.0,22.0,34,003,025100
34003025200,2011,588.0,174.0,67.0,0.0,497.0,247.0,37.0,0.0,34,003,025200
34003026100,2011,514.0,251.0,43.0,0.0,468.0,264.0,5.0,14.0,34,003,026100
34003026200,2011,627.0,252.0,53.0,28.0,635.0,301.0,55.0,0.0,34,003,026200
34003027000,2011,577.0,309.0,87.0,28.0,531.0,314.0,66.0,0.0,34,003,027000
34003028001,2011,536.0,236.0,82.0,26.0,512.0,440.0,27.0,30.0,34,003,028001
34003028002,2011,386.0,326.0,54.0,58.0,534.0,256.0,44.0,28.0,34,003,028002
34003029100,2011,466.0,103.0,0.0,55.0,314.0,75.0,28.0,23.0,34,003,029100
34003029200,2011,495.0,173.0,38.0,0.0,438.0,107.0,43.0,0.0,34,003,029200
34003030100,2011,190.0,70.0,12.0,0.0,383.0,108.0,0.0,0.0,34,003,030100
34003030200,2011,329.0,68.0,12.0,12.0,404.0,54.0,0.0,28.0,34,003,030200
34003030300,2011,174.0,15.0,20.0,8.0,243.0,104.0,42.0,2.0,34,003,030300
34003030400,2011,456.0,52.0,0.0,25.0,275.0,56.0,0.0,44.0,34,003,030400
34003031100,2011,447.0,171.0,0.0,0.0,494.0,110.0,57.0,42.0,34,003,031100
34003031200,2011,226.0,163.0,0.0,0.0,317.0,146.0,31.0,0.0,34,003,031200
34003031300,2011,288.0,146.0,0.0,62.0,475.0,69.0,32.0,28.0,34,003,031300
34003031400,2011,259.0,188.0,50.0,55.0,351.0,149.0,39.0,0.0,34,003,031400
34003032102,2011,745.0,328.0,127.0,23.0,862.0,354.0,40.0,12.0,34,003,032102
34003032103,2011,607.0,180.0,36.0,14.0,592.0,363.0,0.0,13.0,34,003,032103
34003032104,2011,169.0,19.0,42.0,18.0,192.0,67.0,6.0,0.0,34,003,032104
34003032201,2011,729.0,390.0,137.0,62.0,759.0,276.0,150.0,13.0,34,003,032201
34003032202,2011,445.0,187.0,84.0,2.0,489.0,221.0,111.0,25.0,34,003,032202
34003033100,2011,315.0,108.0,9.0,0.0,382.0,163.0,12.0,0.0,34,003,033100
34003033200,2011,238.0,162.0,10.0,13.0,244.0,85.0,23.0,13.0,34,003,033200
34003033300,2011,339.0,148.0,32.0,0.0,348.0,128.0,108.0,11.0,34,003,033300
34003034000,2011,733.0,271.0,104.0,11.0,837.0,267.0,45.0,21.0,34,003,034000
34003035100,2011,705.0,402.0,147.0,68.0,1033.0,366.0,132.0,121.0,34,003,035100
34003035200,2011,709.0,374.0,171.0,27.0,603.0,394.0,111.0,9.0,34,003,035200
34003036100,2011,191.0,10.0,45.0,0.0,137.0,47.0,4.0,0.0,34,003,036100
34003036200,2011,131.0,16.0,0.0,10.0,189.0,21.0,0.0,9.0,34,003,036200
34003037100,2011,449.0,189.0,58.0,10.0,454.0,208.0,87.0,0.0,34,003,037100
34003037201,2011,401.0,129.0,142.0,46.0,362.0,224.0,0.0,0.0,34,003,037201
34003037202,2011,676.0,148.0,121.0,30.0,580.0,277.0,43.0,11.0,34,003,037202
34003038100,2011,300.0,119.0,0.0,53.0,521.0,101.0,13.0,0.0,34,003,038100
34003038200,2011,311.0,288.0,7.0,10.0,404.0,128.0,17.0,12.0,34,003,038200
34003038300,2011,482.0,200.0,37.0,55.0,380.0,137.0,32.0,0.0,34,003,038300
34003039100,2011,393.0,231.0,54.0,19.0,463.0,237.0,54.0,0.0,34,003,039100
34003039200,2011,571.0,289.0,43.0,9.0,599.0,310.0,18.0,0.0,34,003,039200
34003039300,2011,378.0,125.0,21.0,0.0,294.0,184.0,19.0,0.0,34,003,039300
34003040001,2011,524.0,292.0,107.0,15.0,505.0,238.0,60.0,12.0,34,003,040001
34003040002,2011,522.0,137.0,85.0,67.0,432.0,215.0,36.0,39.0,34,003,040002
34003041100,2011,849.0,122.0,14.0,13.0,715.0,89.0,29.0,15.0,34,003,041100
34003041200,2011,376.0,147.0,104.0,25.0,430.0,115.0,9.0,0.0,34,003,041200
34003041301,2011,572.0,30.0,0.0,0.0,545.0,271.0,14.0,0.0,34,003,041301
34003041302,2011,468.0,182.0,61.0,1.0,539.0,208.0,23.0,71.0,34,003,041302
34003042100,2011,573.0,382.0,169.0,68.0,781.0,349.0,48.0,59.0,34,003,042100
34003042301,2011,483.0,216.0,109.0,0.0,631.0,190.0,21.0,8.0,34,003,042301
34003042302,2011,508.0,286.0,17.0,2.0,514.0,190.0,26.0,8.0,34,003,042302
34003042400,2011,436.0,199.0,91.0,42.0,493.0,254.0,20.0,12.0,34,003,042400
34003042500,2011,483.0,126.0,140.0,28.0,593.0,177.0,45.0,17.0,34,003,042500
34003043001,2011,470.0,145.0,60.0,12.0,636.0,197.0,11.0,7.0,34,003,043001
34003043002,2011,508.0,174.0,19.0,0.0,475.0,183.0,59.0,0.0,34,003,043002
34003044100,2011,856.0,338.0,140.0,84.0,694.0,342.0,96.0,0.0,34,003,044100
34003044201,2011,523.0,152.0,51.0,0.0,452.0,225.0,20.0,0.0,34,003,044201
34003044202,2011,542.0,305.0,60.0,3.0,526.0,267.0,73.0,0.0,34,003,044202
34003045100,2011,633.0,261.0,34.0,0.0,633.0,221.0,0.0,13.0,34,003,045100
34003045200,2011,216.0,100.0,18.0,14.0,257.0,132.0,28.0,0.0,34,003,045200
34003046100,2011,305.0,149.0,0.0,0.0,430.0,92.0,35.0,21.0,34,003,046100
34003046200,2011,329.0,65.0,0.0,31.0,420.0,144.0,46.0,0.0,34,003,046200
34003046300,2011,248.0,115.0,36.0,0.0,369.0,100.0,5.0,16.0,34,003,046300
34003047100,2011,628.0,488.0,169.0,82.0,804.0,479.0,100.0,51.0,34,003,047100
34003047200,2011,511.0,321.0,182.0,50.0,494.0,323.0,130.0,46.0,34,003,047200
34003047300,2011,388.0,178.0,154.0,59.0,480.0,214.0,41.0,0.0,34,003,047300
34003047400,2011,727.0,266.0,190.0,45.0,781.0,252.0,85.0,58.0,34,003,047400
34003047500,2011,691.0,491.0,257.0,80.0,912.0,535.0,87.0,0.0,34,003,047500
34003048100,2011,355.0,201.0,30.0,67.0,381.0,267.0,29.0,55.0,34,003,048100
34003048200,2011,814.0,438.0,90.0,71.0,870.0,326.0,34.0,51.0,34,003,048200
34003049001,2011,615.0,234.0,112.0,40.0,651.0,264.0,110.0,0.0,34,003,049001
34003049002,2011,591.0,212.0,75.0,24.0,543.0,228.0,41.0,20.0,34,003,049002
34003050000,2011,344.0,60.0,37.0,11.0,541.0,163.0,5.0,0.0,34,003,050000
34003051100,2011,439.0,199.0,41.0,77.0,365.0,274.0,36.0,14.0,34,003,051100
34003051200,2011,219.0,129.0,52.0,11.0,330.0,94.0,37.0,12.0,34,003,051200
34003051300,2011,531.0,247.0,72.0,0.0,441.0,128.0,50.0,22.0,34,003,051300
34003051400,2011,602.0,229.0,88.0,45.0,747.0,235.0,25.0,10.0,34,003,051400
34003052100,2011,476.0,198.0,16.0,50.0,486.0,123.0,62.0,0.0,34,003,052100
34003052200,2011,514.0,126.0,6.0,14.0,586.0,70.0,5.0,0.0,34,003,052200
34003053100,2011,307.0,210.0,154.0,45.0,365.0,139.0,61.0,7.0,34,003,053100
34003053200,2011,901.0,478.0,349.0,107.0,1011.0,468.0,162.0,39.0,34,003,053200
34003054100,2011,477.0,245.0,123.0,50.0,1015.0,439.0,126.0,18.0,34,003,054100
34003054200,2011,270.0,168.0,14.0,0.0,364.0,267.0,33.0,8.0,34,003,054200
34003054300,2011,595.0,518.0,329.0,221.0,756.0,592.0,184.0,55.0,34,003,054300
34003054400,2011,708.0,432.0,129.0,25.0,938.0,412.0,71.0,25.0,34,003,054400
34003054500,2011,399.0,198.0,139.0,55.0,598.0,475.0,86.0,48.0,34,003,054500
34003054600,2011,802.0,331.0,194.0,37.0,1110.0,471.0,43.0,74.0,34,003,054600
34003055100,2011,608.0,509.0,542.0,74.0,708.0,467.0,231.0,85.0,34,003,055100
34003055200,2011,889.0,299.0,297.0,124.0,868.0,707.0,130.0,57.0,34,003,055200
34003056100,2011,409.0,159.0,17.0,25.0,533.0,342.0,8.0,8.0,34,003,056100
34003056200,2011,477.0,121.0,53.0,41.0,434.0,180.0,32.0,14.0,34,003,056200
34003057101,2011,329.0,75.0,26.0,10.0,285.0,154.0,7.0,0.0,34,003,057101
34003057102,2011,196.0,73.0,17.0,0.0,334.0,80.0,11.0,0.0,34,003,057102
34003057200,2011,243.0,53.0,0.0,10.0,180.0,26.0,0.0,10.0,34,003,057200
34003058100,2011,367.0,188.0,115.0,24.0,364.0,170.0,25.0,52.0,34,003,058100
34003058200,2011,535.0,245.0,82.0,48.0,677.0,222.0,47.0,8.0,34,003,058200
34003059100,2011,609.0,169.0,62.0,63.0,568.0,356.0,0.0,20.0,34,003,059100
34003059200,2011,620.0,132.0,55.0,0.0,553.0,242.0,71.0,15.0,34,003,059200
34003060000,2011,752.0,258.0,41.0,0.0,654.0,375.0,73.0,0.0,34,003,060000
34003061100,2011,535.0,240.0,164.0,43.0,712.0,215.0,85.0,21.0,34,003,061100
34003061200,2011,474.0,199.0,104.0,36.0,436.0,275.0,22.0,48.0,34,003,061200
34003061300,2011,471.0,129.0,65.0,52.0,568.0,169.0,31.0,9.0,34,003,061300
34003061400,2011,696.0,295.0,63.0,18.0,603.0,273.0,36.0,0.0,34,003,061400
34013000100,2011,232.0,60.0,48.0,10.0,255.0,89.0,55.0,0.0,34,013,000100
34013000200,2011,90.0,0.0,19.0,0.0,88.0,0.0,0.0,0.0,34,013,000200
34013000300,2011,147.0,0.0,0.0,0.0,77.0,122.0,0.0,0.0,34,013,000300
34013000400,2011,53.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,34,013,000400
34013000500,2011,28.0,38.0,0.0,1.0,37.0,19.0,8.0,0.0,34,013,000500
34013000600,2011,31.0,50.0,0.0,0.0,78.0,19.0,0.0,0.0,34,013,000600
34013000700,2011,56.0,42.0,0.0,0.0,62.0,47.0,0.0,0.0,34,013,000700
34013000800,2011,44.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,34,013,000800
34013000900,2011,51.0,8.0,0.0,0.0,64.0,54.0,0.0,0.0,34,013,000900
34013001000,2011,150.0,132.0,0.0,0.0,183.0,16.0,34.0,0.0,34,013,001000
34013001100,2011,72.0,0.0,0.0,0.0,25.0,18.0,10.0,0.0,34,013,001100
34013001300,2011,27.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,34,013,001300
34013001400,2011,22.0,18.0,0.0,0.0,31.0,23.0,0.0,0.0,34,013,001400
34013001500,2011,7.0,13.0,0.0,0.0,0.0,29.0,0.0,0.0,34,013,001500
34013001600,2011,18.0,5.0,13.0,11.0,35.0,0.0,0.0,0.0,34,013,001600
34013001700,2011,92.0,0.0,0.0,0.0,113.0,30.0,0.0,0.0,34,013,001700
34013001800,2011,15.0,8.0,0.0,0.0,37.0,18.0,0.0,0.0,34,013,001800
34013001900,2011,12.0,0.0,0.0,0.0,30.0,6.0,0.0,0.0,34,013,001900
34013002000,2011,272.0,21.0,23.0,0.0,239.0,0.0,12.0,0.0,34,013,002000
34013002100,2011,102.0,58.0,0.0,0.0,140.0,189.0,25.0,0.0,34,013,002100
34013002201,2011,360.0,158.0,70.0,0.0,398.0,117.0,0.0,0.0,34,013,002201
34013002202,2011,95.0,16.0,0.0,0.0,223.0,96.0,0.0,22.0,34,013,002202
34013002300,2011,122.0,12.0,0.0,8.0,217.0,8.0,0.0,0.0,34,013,002300
34013002400,2011,38.0,18.0,0.0,0.0,279.0,65.0,0.0,0.0,34,013,002400
34013002500,2011,82.0,0.0,0.0,0.0,131.0,0.0,19.0,0.0,34,013,002500
34013002600,2011,7.0,4.0,0.0,0.0,30.0,0.0,0.0,0.0,34,013,002600
34013002800,2011,7.0,0.0,0.0,21.0,27.0,23.0,0.0,0.0,34,013,002800
34013003100,2011,31.0,36.0,0.0,0.0,98.0,22.0,0.0,0.0,34,013,003100
34013003500,2011,42.0,33.0,0.0,0.0,129.0,5.0,7.0,0.0,34,013,003500
34013003700,2011,36.0,22.0,0.0,0.0,73.0,0.0,0.0,0.0,34,013,003700
34013003800,2011,0.0,27.0,0.0,0.0,74.0,18.0,0.0,0.0,34,013,003800
34013003900,2011,13.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,34,013,003900
34013004100,2011,80.0,32.0,0.0,0.0,150.0,46.0,0.0,8.0,34,013,004100
34013004200,2011,43.0,0.0,0.0,0.0,47.0,34.0,0.0,0.0,34,013,004200
34013004300,2011,12.0,0.0,0.0,0.0,71.0,5.0,0.0,0.0,34,013,004300
34013004400,2011,13.0,0.0,0.0,11.0,28.0,0.0,0.0,0.0,34,013,004400
34013004500,2011,98.0,7.0,0.0,0.0,10.0,54.0,0.0,12.0,34,013,004500
34013004600,2011,83.0,0.0,0.0,0.0,167.0,93.0,0.0,0.0,34,013,004600
34013004700,2011,162.0,77.0,19.0,61.0,229.0,109.0,13.0,7.0,34,013,004700
34013004801,2011,26.0,19.0,16.0,0.0,36.0,24.0,0.0,0.0,34,013,004801
34013004802,2011,9.0,0.0,0.0,0.0,93.0,12.0,0.0,14.0,34,013,004802
34013004900,2011,65.0,0.0,29.0,11.0,156.0,126.0,0.0,8.0,34,013,004900
34013005000,2011,37.0,11.0,0.0,0.0,144.0,0.0,0.0,0.0,34,013,005000
34013005100,2011,16.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,34,013,005100
34013005200,2011,52.0,0.0,0.0,0.0,85.0,53.0,7.0,17.0,34,013,005200
34013005300,2011,18.0,0.0,0.0,0.0,47.0,35.0,0.0,12.0,34,013,005300
34013005400,2011,134.0,0.0,0.0,0.0,153.0,1.0,0.0,33.0,34,013,005400
34013005700,2011,17.0,8.0,14.0,0.0,20.0,10.0,0.0,9.0,34,013,005700
34013006200,2011,4.0,0.0,0.0,0.0,47.0,29.0,0.0,0.0,34,013,006200
34013006400,2011,60.0,53.0,0.0,7.0,89.0,99.0,23.0,18.0,34,013,006400
34013006600,2011,51.0,18.0,0.0,0.0,105.0,0.0,0.0,0.0,34,013,006600
34013006700,2011,73.0,24.0,10.0,0.0,83.0,19.0,0.0,0.0,34,013,006700
34013006800,2011,100.0,22.0,0.0,44.0,224.0,69.0,0.0,0.0,34,013,006800
34013006900,2011,115.0,12.0,11.0,0.0,96.0,8.0,9.0,0.0,34,013,006900
34013007000,2011,65.0,12.0,0.0,0.0,107.0,0.0,19.0,12.0,34,013,007000
34013007100,2011,79.0,0.0,10.0,6.0,103.0,0.0,0.0,5.0,34,013,007100
34013007200,2011,56.0,0.0,0.0,0.0,126.0,19.0,0.0,0.0,34,013,007200
34013007300,2011,84.0,18.0,21.0,0.0,109.0,27.0,0.0,0.0,34,013,007300
34013007400,2011,131.0,19.0,0.0,0.0,35.0,2.0,0.0,0.0,34,013,007400
34013007501,2011,47.0,0.0,0.0,0.0,115.0,0.0,18.0,0.0,34,013,007501
34013007502,2011,100.0,11.0,0.0,0.0,50.0,0.0,0.0,0.0,34,013,007502
34013007600,2011,68.0,27.0,0.0,7.0,59.0,35.0,0.0,0.0,34,013,007600
34013007700,2011,66.0,36.0,18.0,16.0,103.0,51.0,0.0,0.0,34,013,007700
34013007800,2011,53.0,31.0,15.0,0.0,76.0,16.0,0.0,0.0,34,013,007800
34013007900,2011,155.0,28.0,13.0,28.0,136.0,16.0,13.0,36.0,34,013,007900
34013008000,2011,211.0,33.0,16.0,0.0,150.0,36.0,9.0,0.0,34,013,008000
34013008100,2011,196.0,44.0,25.0,1.0,212.0,16.0,0.0,0.0,34,013,008100
34013008200,2011,63.0,0.0,0.0,0.0,158.0,32.0,0.0,0.0,34,013,008200
34013008700,2011,73.0,0.0,0.0,0.0,55.0,6.0,9.0,0.0,34,013,008700
34013008800,2011,80.0,17.0,0.0,6.0,15.0,0.0,0.0,0.0,34,013,008800
34013008900,2011,38.0,0.0,9.0,0.0,98.0,10.0,0.0,0.0,34,013,008900
34013009000,2011,155.0,91.0,21.0,0.0,100.0,0.0,0.0,0.0,34,013,009000
34013009100,2011,22.0,13.0,0.0,1.0,13.0,25.0,0.0,0.0,34,013,009100
34013009200,2011,38.0,17.0,1.0,5.0,90.0,16.0,0.0,5.0,34,013,009200
34013009300,2011,181.0,106.0,9.0,0.0,177.0,33.0,11.0,0.0,34,013,009300
34013009400,2011,173.0,31.0,0.0,20.0,236.0,135.0,44.0,0.0,34,013,009400
34013009500,2011,312.0,59.0,10.0,47.0,278.0,134.0,58.0,50.0,34,013,009500
34013009600,2011,88.0,0.0,10.0,0.0,121.0,0.0,0.0,0.0,34,013,009600
34013009700,2011,62.0,13.0,0.0,0.0,178.0,68.0,0.0,0.0,34,013,009700
34013009900,2011,32.0,41.0,9.0,0.0,80.0,36.0,10.0,0.0,34,013,009900
34013010000,2011,99.0,30.0,31.0,0.0,231.0,131.0,0.0,12.0,34,013,010000
34013010100,2011,84.0,18.0,0.0,0.0,76.0,34.0,6.0,0.0,34,013,010100
34013010200,2011,133.0,4.0,24.0,0.0,409.0,17.0,9.0,0.0,34,013,010200
34013010300,2011,63.0,37.0,14.0,0.0,227.0,64.0,0.0,0.0,34,013,010300
34013010400,2011,153.0,27.0,0.0,0.0,252.0,57.0,12.0,0.0,34,013,010400
34013010500,2011,175.0,0.0,0.0,0.0,230.0,177.0,0.0,17.0,34,013,010500
34013010600,2011,99.0,0.0,0.0,0.0,123.0,8.0,0.0,0.0,34,013,010600
34013010700,2011,127.0,7.0,0.0,0.0,194.0,15.0,0.0,8.0,34,013,010700
34013010800,2011,29.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,34,013,010800
34013010900,2011,78.0,0.0,34.0,10.0,49.0,31.0,0.0,15.0,34,013,010900
34013011100,2011,184.0,91.0,0.0,0.0,132.0,116.0,0.0,18.0,34,013,011100
34013011200,2011,98.0,41.0,0.0,0.0,95.0,10.0,7.0,40.0,34,013,011200
34013011300,2011,102.0,11.0,18.0,12.0,261.0,33.0,13.0,0.0,34,013,011300
34013011400,2011,150.0,27.0,22.0,17.0,370.0,138.0,13.0,7.0,34,013,011400
34013011500,2011,44.0,8.0,12.0,0.0,154.0,29.0,0.0,0.0,34,013,011500
34013011600,2011,107.0,0.0,0.0,28.0,134.0,0.0,0.0,0.0,34,013,011600
34013011700,2011,80.0,41.0,11.0,0.0,242.0,67.0,19.0,1.0,34,013,011700
34013011800,2011,65.0,19.0,0.0,0.0,194.0,7.0,0.0,0.0,34,013,011800
34013011900,2011,23.0,9.0,0.0,0.0,36.0,0.0,0.0,0.0,34,013,011900
34013012000,2011,239.0,43.0,0.0,0.0,278.0,89.0,0.0,0.0,34,013,012000
34013012100,2011,60.0,31.0,0.0,0.0,151.0,34.0,15.0,0.0,34,013,012100
34013012200,2011,225.0,0.0,0.0,0.0,199.0,28.0,40.0,0.0,34,013,012200
34013012300,2011,146.0,60.0,20.0,0.0,284.0,46.0,15.0,0.0,34,013,012300
34013012400,2011,65.0,0.0,21.0,0.0,127.0,15.0,0.0,12.0,34,013,012400
34013012500,2011,71.0,33.0,0.0,0.0,212.0,99.0,0.0,0.0,34,013,012500
34013012600,2011,148.0,37.0,0.0,0.0,71.0,37.0,0.0,35.0,34,013,012600
34013012700,2011,126.0,80.0,34.0,0.0,166.0,52.0,0.0,23.0,34,013,012700
34013012800,2011,24.0,9.0,0.0,0.0,104.0,30.0,0.0,0.0,34,013,012800
34013012900,2011,84.0,12.0,0.0,0.0,106.0,0.0,0.0,0.0,34,013,012900
34013013000,2011,205.0,61.0,10.0,0.0,133.0,52.0,0.0,0.0,34,013,013000
34013013100,2011,41.0,6.0,0.0,10.0,24.0,21.0,0.0,0.0,34,013,013100
34013013200,2011,25.0,0.0,0.0,0.0,71.0,13.0,0.0,0.0,34,013,013200
34013013300,2011,26.0,28.0,0.0,0.0,81.0,0.0,21.0,0.0,34,013,013300
34013013400,2011,373.0,202.0,100.0,8.0,509.0,242.0,46.0,0.0,34,013,013400
34013013500,2011,508.0,231.0,83.0,0.0,392.0,325.0,35.0,0.0,34,013,013500
